,verified,favourites_count,followers_count,friends_count,statuses_count,type
14218242,0,121.0,349.0,1093.0,1000.0,2.0
14232871,0,738.0,889.0,1627.0,7138.0,2.0
142360229,0,4.0,75.0,30.0,101.0,2.0
142371233,0,86.0,314.0,157.0,2273.0,2.0
14239716,0,1362.0,83.0,206.0,3332.0,2.0
14240995,0,131.0,444.0,866.0,2427.0,2.0
142414870,0,4.0,72.0,148.0,469.0,2.0
14242997,0,4008.0,277.0,356.0,33455.0,2.0
14246622,0,22.0,149.0,264.0,7.0,2.0
142484547,0,1.0,365.0,430.0,149.0,2.0
142500873,0,30.0,89.0,343.0,1315.0,2.0
14251876,0,291.0,1989.0,50.0,49944.0,2.0
142536306,0,13.0,433.0,729.0,837.0,2.0
142536824,0,0.0,830.0,1083.0,144.0,2.0
142620255,0,1861.0,224.0,337.0,10047.0,2.0
142623034,0,376.0,576.0,797.0,2544.0,2.0
142644896,0,717.0,83.0,378.0,468.0,2.0
14265861,0,338.0,777.0,548.0,16683.0,2.0
14267855,0,329.0,54.0,73.0,486.0,2.0
142687240,0,0.0,212.0,174.0,1124.0,2.0
14269078,0,118.0,277.0,375.0,2447.0,2.0
142712011,0,1.0,49.0,32.0,133.0,2.0
14272133,0,17.0,377.0,542.0,2143.0,2.0
14273565,0,1952.0,615.0,181.0,617.0,2.0
142736413,0,1.0,12.0,58.0,109.0,2.0
142787130,0,3.0,166.0,259.0,130.0,2.0
14288406,0,5.0,156.0,220.0,619.0,2.0
14288561,0,13.0,102.0,267.0,462.0,2.0
142952873,0,46.0,29.0,115.0,112.0,2.0
14296853,0,599.0,2139.0,2056.0,20790.0,2.0
142982553,0,0.0,13.0,12.0,116.0,2.0
14299920,0,12.0,316.0,401.0,1012.0,2.0
143020233,0,0.0,73.0,226.0,1331.0,2.0
143114371,0,332.0,108.0,326.0,467.0,2.0
143119140,0,1194.0,1072.0,1966.0,16776.0,2.0
143144331,0,70.0,20.0,78.0,122.0,2.0
143153508,0,54.0,21.0,230.0,265.0,2.0
143159543,0,2432.0,162.0,206.0,11879.0,2.0
143161278,0,1.0,220.0,179.0,1420.0,2.0
14316378,0,5690.0,429.0,1390.0,12957.0,2.0
